2.521147544030100107e-04,1.598713339490132057e-08,1.764423698186874390e-01,8.931053429841995239e-02,4.143324214965105057e-03,2.292522594871115871e-06,5.973015504423528910e-07,4.696391624747775495e-05,5.788699984550476074e-01,5.930586688407402107e-09,2.545177412685006857e-04,1.098024547100067139e-01,2.816556079778820276e-04,1.675083534792065620e-03,3.538443008437752724e-03,3.523792698979377747e-02,7.980919326655566692e-05,2.148813837266061455e-05,2.696103365451563150e-05,1.891807528409117367e-07,1.171004214484128170e-06,7.007532776270863906e-09,1.675951821766830108e-08,4.576022547553293407e-06,7.516376626881537959e-06,2.522379527469809091e-11,8.170140952667992451e-11
6.502004544017836452e-05,1.116970565817609895e-06,1.006978228688240051e-01,3.111661499133333564e-05,6.940827006474137306e-05,7.219826869686585269e-08,6.454562768340110779e-03,1.063608750700950623e-02,4.246417083777487278e-04,1.965342022458571591e-08,7.542429026216268539e-03,8.710864782333374023e-01,4.421444099733662370e-09,3.262500058553996496e-06,2.768887497950345278e-06,2.434896538034081459e-03,6.212272273842245340e-05,1.373681789118563756e-05,1.195196112219187867e-11,2.573481427958768109e-10,3.833708760794252157e-04,2.097179094562307000e-05,6.423517788789467886e-06,2.246940493932925165e-05,4.114920739084482193e-05,3.200051100929589157e-17,1.841448993289418468e-09
5.379290541895898059e-06,2.859353799067321233e-06,9.585303664207458496e-01,3.846114182692872419e-08,1.752930103293692810e-07,1.264773563658394551e-10,5.225358530879020691e-03,2.921003149822354317e-03,9.485703230893705040e-06,1.653947812041423049e-11,3.318671078886836767e-04,3.177067637443542480e-02,5.429496912831566213e-13,3.652153424127391190e-08,2.700580037373612186e-10,1.178496982902288437e-03,2.324433080502785742e-05,1.614037126174139303e-09,1.402334181712173772e-17,2.319741187334356525e-12,7.336183216466451995e-07,4.479562676351633854e-08,3.292544761279714294e-07,1.441660302248237713e-08,1.481760225630068817e-08,1.494621207422619842e-27,5.696369753931812552e-14
2.871501010304200463e-06,1.001658616587519646e-03,3.838726580142974854e-01,3.009548166232889344e-08,4.206089698755022255e-08,1.057797344401478767e-03,2.598835562821477652e-04,6.025793481967411935e-05,7.660992559976875782e-05,1.804383448211765995e-10,9.291083365678787231e-02,3.832365572452545166e-01,1.545603228736425194e-11,2.273282461828785017e-06,8.295526487955839912e-10,1.344970017671585083e-01,5.445865463116206229e-05,2.530975949655012158e-11,2.227660228862077957e-15,5.549328818688081810e-08,2.180023273012920981e-08,4.930495379085186869e-06,2.957537537440657616e-03,8.931425737879195026e-11,4.559271928883390501e-06,1.426909336432560625e-20,3.605412680646874479e-13
1.492559817961591762e-06,4.933439195156097412e-04,9.834830760955810547e-01,2.182958258600820045e-09,7.273970936694240663e-08,6.086441317165736109e-06,6.011062301695346832e-03,9.927630890160799026e-05,1.415414658367808443e-06,3.062216649141191738e-07,2.440503158140927553e-04,5.629878723993897438e-04,3.237775914044505043e-08,1.185918925330042839e-03,1.031792562571354210e-04,1.441882632207125425e-04,3.856163704767823219e-03,6.180281388878938742e-07,1.059432923333769594e-11,5.983420123811811209e-07,5.841997790412278846e-06,1.987203631870215759e-06,3.773616859689354897e-03,7.897850373694836890e-09,2.467299600539263338e-05,2.579489356488440244e-12,1.144732078632538716e-14
2.691811914701247588e-06,3.570534659047552850e-07,9.966282248497009277e-01,1.151584001490846276e-04,6.641475192736834288e-05,7.312376926194019688e-09,2.543495247664395720e-05,8.877246955307782628e-07,1.884853234514594078e-03,1.230072266267256964e-09,4.469115921779120981e-08,9.425614553038030863e-05,1.264526261479659297e-08,2.281904798451250826e-08,5.151749792275950313e-05,1.007133396342396736e-04,1.028268947266042233e-03,6.445591225201496854e-07,8.800710715739512580e-10,2.116954833653039714e-09,7.109369204449933477e-10,3.738657994301064491e-10,5.286245746694007153e-11,5.806072067571221851e-07,1.683251404926977557e-08,8.719596472726736938e-20,2.081321087699095074e-10
1.334486340875962185e-12,2.996244055036118795e-16,1.912220381200313568e-02,9.496722817420959473e-01,1.395425641703695874e-08,4.559657552650467002e-15,3.720764652825891972e-05,9.365220989820954856e-07,2.187596919611678459e-06,8.258045625098020537e-08,6.427292828448116779e-05,5.463222507387399673e-03,9.059509392672637773e-11,1.648019497224595398e-05,2.531486004590988159e-02,2.364864776609465480e-04,3.056065907003358006e-06,1.510294259787769988e-05,1.547187074638078919e-12,8.586745897654068926e-12,2.797066181101093285e-12,1.041315558086841619e-11,1.346888756391233030e-19,5.151503137312829494e-05,2.683335220687865785e-10,1.245084511948391069e-26,6.039463352615947086e-21
3.428358013479737565e-06,7.841319260570855931e-10,5.247845053672790527e-01,4.591360092163085938e-01,2.566568291229032184e-08,8.452732032191550280e-18,1.367523893713951111e-02,3.005823600688017905e-06,5.060991625782662595e-09,2.672447010354517261e-07,7.115693847481452394e-07,1.716067432425916195e-03,1.892693934793607952e-14,3.218551682948600501e-07,6.385049200616776943e-04,6.278376531554386020e-06,1.810508706512337085e-06,3.370974445715546608e-05,3.949510940515210677e-09,1.235107016661629586e-10,1.181215392165313460e-08,6.959688901575500353e-14,6.720533495953992892e-21,2.023754746005579364e-07,8.938356998999807956e-11,1.140934702148687624e-22,7.820124620560794937e-14
1.060051658896554727e-06,7.250440603456809185e-08,2.111742214765399694e-04,5.559793710708618164e-01,2.840901819345376111e-11,6.071233057409325656e-17,4.395006000995635986e-01,1.837723516473488417e-06,2.513527306291507557e-07,9.686131961643695831e-04,2.737854083534330130e-05,7.803308108123019338e-06,8.041747823206435442e-12,7.842179456929443404e-07,1.327793288510292768e-04,5.701986374333500862e-04,1.012865050142863765e-05,2.515643835067749023e-03,1.926702992705031647e-07,3.586621460271999240e-06,3.566415429645530821e-08,1.916229397380675437e-10,6.859561327462982642e-17,6.847028998890891671e-05,1.384368591983431429e-10,1.745664128649951430e-19,5.474962930934745842e-13
7.019482651388075922e-12,5.746217515822786039e-16,2.201042265115304986e-10,3.833305072475923225e-06,2.619591521512473070e-14,9.514072724636117299e-24,9.985281229019165039e-01,2.834716578945517540e-04,1.468162302842301870e-08,2.935550583060830832e-06,2.566762559581547976e-04,2.920625893909623016e-11,4.576455100296916711e-12,1.110403088921962933e-10,6.054724217392504215e-04,8.346952427018550225e-07,9.241939658011233405e-09,3.179737541358917952e-04,5.126799540455806437e-10,8.005926650789252363e-12,4.748722682440531528e-12,6.651574907187707275e-14,2.270623447661190686e-19,6.245178951758134644e-07,1.802455754096321527e-13,6.170654783417193312e-22,1.102044392123824237e-16
4.054090939462184906e-03,3.184728324413299561e-02,7.982331328094005585e-03,5.690099596977233887e-01,1.052172929048538208e-01,1.060348656028509140e-02,2.480404077687126119e-07,9.523220967366796685e-08,2.670938074588775635e-01,8.315665489533330401e-09,2.040109029621817172e-05,9.119421156356111169e-05,1.082618172887350738e-08,1.014069272997630833e-09,3.471913223620504141e-04,3.009180945809930563e-04,1.922844094224274158e-04,7.592183537781238556e-04,2.435781061649322510e-03,3.074755170473508770e-07,1.003459715320786927e-06,9.887215490778089588e-09,3.382362774573266506e-05,8.996683391160331666e-06,3.477846348687307909e-07,1.572643959502073585e-10,6.521803930237268787e-12
3.908202870661625639e-06,3.381669739610515535e-05,1.509143112343735993e-05,1.989108341149403714e-06,3.745668209376162849e-06,2.393229305744171143e-01,5.962942542080823527e-17,6.393003399880794172e-19,2.531804420868866146e-05,7.008166291212758470e-14,1.359513674970003194e-07,5.018701194785535336e-04,1.167985430594598029e-10,4.976007886986488771e-12,4.392470032144046854e-07,7.141596884176204529e-13,3.885204602482872360e-09,5.339416755956172267e-11,3.599649645025237987e-08,6.814266981762387779e-15,3.314428056455653859e-07,1.405119931519038801e-08,7.595714926719665527e-01,2.127937270834934225e-10,2.464354656694922596e-05,4.942177329212427139e-04,6.517297481271701442e-21
3.400578629225492477e-03,2.018468205078338684e-11,3.261374877183698118e-05,1.951776740227728624e-09,1.036041680890775751e-06,4.430191963911056519e-02,3.422977185911303924e-18,2.979551741560315350e-20,2.352493611397221684e-04,1.942420814975895140e-21,2.754637762336642481e-08,2.043127780780196190e-03,1.831136154165080576e-14,2.632122865747332091e-14,2.387807285231247079e-07,1.539334978928330600e-11,1.037110189394674364e-10,7.562439855006441742e-17,1.434086804863454745e-08,2.261613868807566707e-17,4.941423572407677156e-12,6.332528390551317443e-10,1.684229027887340635e-05,4.710770835913979937e-12,3.741960506886243820e-03,9.462263584136962891e-01,3.674041804662480054e-18
2.730325236916542053e-02,1.195971481502056122e-02,3.438075305894017220e-03,1.477309386245906353e-03,6.347756716422736645e-04,2.037716913037002087e-04,1.184947714209556580e-01,1.048462279140949249e-02,1.552291214466094971e-01,2.807733602821826935e-03,4.675215459428727627e-04,6.406393051147460938e-01,3.586875682231038809e-04,2.167485188692808151e-03,2.016358077526092529e-03,1.213948056101799011e-02,1.198630707222037017e-04,2.606514317449182272e-05,1.068730398401385173e-05,3.128957003355026245e-03,9.785285219550132751e-04,1.449513656552881002e-04,7.443422800861299038e-04,6.414535891963168979e-05,4.959923215210437775e-03,6.304242905486034942e-09,4.307431140659900848e-07
1.278900163015350699e-04,1.619376716055498378e-10,9.288603067398071289e-01,2.999382652342319489e-02,3.216869081370532513e-04,5.136751497047953308e-05,1.694273519224631652e-12,9.499913078414579104e-10,3.081062063574790955e-02,1.524212207186861900e-13,1.712373602913430659e-07,3.297782735899090767e-03,8.123987754515837878e-06,8.222702308557927608e-05,6.338171195238828659e-03,9.421833965461701155e-06,3.094492785749025643e-05,4.280111376431250392e-09,4.530626029008999467e-05,6.745675545927198868e-11,2.169449153655023110e-08,2.761283172600381697e-12,1.829334017600103834e-09,1.241038027899321605e-08,2.204150041507091373e-05,1.624197665250903810e-08,2.203452715443819697e-16
